signal_id,version,trade_id,side,entry_id,entry_time,entry_price,qty,level_snapshot,trend_mode_at_entry,breakout_context,reverse_context,signal_bar_index,signal_open,signal_high,signal_low,signal_close,signal_volume,rsiVal,atr_,atrPct,smoothMid,midHigh,midLow,smoothRes,smoothSup,zoneOffset,channelWidth,signal_hour,signal_month,candle_direction,candle_body_pct,atr_pct_bucket,rsi_bucket
396,v17,396,short,Short1,2025-02-14 18:00:00,98487.96,0.02460569241006631,1,0,,,39432,98525.99,98738.57,98409.18,98487.99,515.46639,69.81774404942695,295.79822704109,0.0030033938863113156,96478.05381973874,98762.38175622509,94193.7258832524,101046.70969271145,91909.39794676605,730.9849396756315,9137.311745945393,18,2025-02,bearish,0.03858338463400461,q2,"(60.0, 70.0]"
397,v17,397,long,Long1,2025-02-18 19:30:00,94021.8,0.01298530849632588,1,0,,,39822,93679.62,94037.9,93601.41,94021.77,310.09473,36.45599150914796,257.3459309851654,0.0027370887719425554,96634.88134303426,98954.57931908485,94315.18336698368,101274.27729513543,91995.4853909331,742.3033523361862,9278.791904202328,19,2025-02,bullish,0.36390508283348494,q1_low,"(30.0, 40.0]"
398,v17,398,short,Short1,2025-02-20 19:30:00,98369.71,0.012462216491897578,1,0,,,40014,98466.79,98466.79,98241.99,98369.74,131.71448,65.25007108306002,230.85822509561336,0.0023468418753126046,96016.66143280819,98267.61182890079,93765.7110367156,100518.5622249934,91514.76064062302,720.3041267496301,9003.801584370376,19,2025-02,bearish,0.0986583882401116,q1_low,"(60.0, 70.0]"
399,v17,399,long,Long1,2025-02-21 21:30:00,95176.5,0.025762844678357624,1,0,,,40118,95076.01,95300.0,95006.13,95176.47,310.3686,29.0414257444791,309.40047853525493,0.003250808509028071,96789.92524649254,99075.07442162867,94504.77607135638,101360.22359676482,92219.62689622023,731.2477360435669,9140.596700544585,21,2025-02,bullish,0.10555129855100362,q2,"(-0.001, 30.0]"
400,v17,401,long,Long1,2025-02-24 15:00:00,94855.38,0.025861840101063998,1,0,,,40380,94674.45,94960.0,94188.0,94855.35,1238.30157,32.01664297662366,214.13594974286826,0.002257499969615507,96513.61448785533,98892.33460098182,94134.89437472884,101271.05471410831,91756.17426160235,761.1904362004763,9514.880452505953,15,2025-02,bullish,0.19071143588633507,q1_low,"(30.0, 40.0]"
401,v17,400,long,Long2,2025-02-25 00:15:00,91662.19,0.05316132108876109,2,0,,,40417,91006.61,92128.33,90959.97,91662.16,976.38271,31.832687377389064,337.10441026180405,0.0036776834656940664,96106.94277859098,98493.39594855453,93720.48960862745,100879.84911851808,91334.03643866393,763.6650143883319,9545.812679854149,0,2025-02,bullish,0.7151806154251688,q3,"(30.0, 40.0]"
402,v17,402,long,Long1,2025-02-25 10:45:00,88213.8,0.01375060529141581,1,0,,,40459,88020.01,88350.01,87757.01,88213.77,731.32599,30.05465619943412,441.8773558891876,0.005009165302528025,95545.01357582607,97983.10769011642,93106.9194615357,100421.20180440677,90668.82534724534,780.1901165729145,9752.37645716143,10,2025-02,bullish,0.21964824766021146,q4_high,"(30.0, 40.0]"
403,v17,403,short,TrendShort,2025-02-25 15:00:00,86828.12,0.13979087281779315,0,-1,breakout_down,,40476,87157.25,87537.01,86565.0,86828.15,2935.6513,27.776805113384896,481.164894192109,0.005541577175053355,95192.86498501599,97648.82777923504,92736.90219079694,100104.7905734541,90280.9393965779,785.9080941500957,9823.851176876196,15,2025-02,bearish,0.3790245444593785,q4_high,"(-0.001, 30.0]"
404,v17,404,long,Long1,2025-02-26 13:15:00,87828.03,0.013420982901091413,1,0,,,40565,87728.05,87924.52,87518.47,87828.0,544.43801,31.41207661382424,409.2266395888455,0.00465940975074971,92848.72474292113,95282.8707749616,90414.57871088064,97717.01680700207,87980.43267884015,778.9267302529537,9736.584128161921,13,2025-02,bullish,0.11380197659060562,q4_high,"(30.0, 40.0]"
405,v17,405,short,TrendShort,2025-02-26 19:30:00,84031.87,0.1396927633025327,0,-1,breakout_down,,40590,84320.75,84667.99,83985.63,84031.9,1115.60229,28.229653071623332,543.1162068560618,0.006463214646533779,92159.60513099936,94570.37545526422,89748.83480673452,96981.14577952908,87338.0644824697,771.4465037647507,9643.081297059383,19,2025-02,bearish,0.34373850882820195,q4_high,"(-0.001, 30.0]"
406,v17,406,long,Long1,2025-02-27 15:00:00,85295.05,0.013657634959718319,1,0,,,40668,84969.99,85579.48,84640.75,85295.02,1857.05917,38.43407575029945,507.82384666264835,0.005953733836543427,89527.61709277793,91800.13140630152,87255.10277925432,94072.64571982512,84982.5884657307,727.204580327553,9090.057254094412,15,2025-02,bullish,0.3810656237609169,q4_high,"(30.0, 40.0]"
407,v17,407,long,Long2,2025-02-27 15:00:00,85295.05,0.054628571217279716,2,0,,,40668,84969.99,85579.48,84640.75,85295.02,1857.05917,38.43407575029945,507.82384666264835,0.005953733836543427,89527.61709277793,91800.13140630152,87255.10277925432,94072.64571982512,84982.5884657307,727.204580327553,9090.057254094412,15,2025-02,bullish,0.3810656237609169,q4_high,"(30.0, 40.0]"
408,v17,408,long,Long1,2025-02-27 19:45:00,84114.01,0.013861113645710334,1,0,,,40687,83937.33,84203.53,83722.23,84113.98,446.61424,36.176994460731514,497.30846708821446,0.005912316443571146,88897.91807820195,91123.43553128195,86672.40062512193,93348.95298436195,84446.8831720419,712.1655849856045,8902.069812320056,19,2025-02,bullish,0.21001265188021562,q4_high,"(30.0, 40.0]"
409,v17,409,short,TrendShort,2025-02-28 02:45:00,80805.47,0.14430080422492325,0,-1,breakout_down,,40715,80074.41,80836.48,79532.0,80805.5,3642.26768,30.1418307051203,570.8924562790135,0.007065019785522192,87947.53731610188,90107.16929314095,85787.90533906278,92266.80127018002,83628.27336202368,691.0822326525068,8638.527908156335,2,2025-02,bullish,0.9047527705416049,q4_high,"(30.0, 40.0]"
410,v17,410,short,Short1,2025-03-01 22:00:00,86003.68000000001,0.027159648561645326,1,0,,,40888,86076.86,86205.35,85900.33,86003.71,220.99288,70.5970256745845,376.1346262720331,0.004373469775571694,84271.68312750437,86243.00573653112,82300.36051847761,88214.32834555788,80329.03790945085,630.8232348885621,7885.290436107025,22,2025-03,bearish,0.08505447032458736,q3,"(70.0, 100.0]"
411,v17,411,long,TrendLong,2025-03-02 16:45:00,91200.03,0.12791511117885124,0,1,breakout_up,,40963,91584.99,91959.99,90667.73,91200.0,2765.07419,80.0272748118492,422.1588476264776,0.004628934732746465,84277.64088673785,86290.28321571724,82264.99855775846,88302.92554469661,80252.35622877906,644.0455452734046,8050.569315917557,16,2025-03,bearish,0.4221381578947426,q4_high,"(70.0, 100.0]"
412,v17,412,short,RevShort,2025-03-02 17:00:00,91629.61,0.1278692357638104,0,-2,breakout_long_tp,rev_short,40964,91200.0,91921.42,90636.0,91629.64,2106.59323,81.20366639556667,432.94961203114667,0.004724995231140782,84279.69135734718,86293.55247334392,82265.83024135043,88307.41358934066,80251.96912535369,644.4355571189581,8055.444463986976,17,2025-03,bullish,0.46888757829889915,q4_high,"(70.0, 100.0]"
413,v17,413,long,Long1,2025-03-04 07:15:00,83500.04,0.01519524428511862,1,0,,,41117,83461.75,83715.12,83342.37,83500.01,329.80856,38.17467479809716,650.587424112822,0.0077914652239301765,87855.65482271751,90004.01807282191,85707.2915726131,92152.38132292632,83558.9283225087,687.4762400334096,8593.45300041762,7,2025-03,bullish,0.045820353793963334,q4_high,"(30.0, 40.0]"
414,v17,414,long,Long2,2025-03-04 10:30:00,83860.02,0.06054397696215742,2,0,,,41130,83639.88,84040.98,83610.78,83859.99,219.99211,48.15180892069117,616.2191429382607,0.007348190036014322,87869.97638519401,90014.9015003439,85725.05127004409,92159.82661549379,83580.12615489415,686.3760368479707,8579.700460599634,10,2025-03,bullish,0.2624732008673034,q4_high,"(40.0, 50.0]"
415,v17,415,short,Short1,2025-03-05 10:45:00,89926.04000000001,0.028244834236782358,1,0,,,41227,89975.0,90126.87,89576.87,89926.07,602.22135,80.91579835317782,574.6490532441301,0.006390238706574523,88006.65634357448,90171.91599090754,85841.39669624141,92337.1756382406,83676.13704890835,692.8830871465802,8661.038589332253,10,2025-03,bearish,0.05441136257816339,q4_high,"(70.0, 100.0]"
416,v17,416,short,Short1,2025-03-05 21:00:00,90310.22,0.028130017927856077,1,0,,,41268,90499.64,90700.0,90118.96,90310.25,192.65964,60.00053304530326,619.8863838676217,0.006863964875167787,88351.76379096373,90516.37797551486,86187.1496064126,92680.99216006599,84022.53542186147,692.6765390563617,8658.45673820452,21,2025-03,bearish,0.20971041493075196,q4_high,"(60.0, 70.0]"
417,v17,417,short,Short2,2025-03-06 05:00:00,92149.96,0.054908209716111434,2,0,,,41300,92287.45,92416.0,92124.0,92149.99,198.93216,66.44687623145809,553.3662914171725,0.006005060786411073,88284.7954052964,90430.07347682686,86139.51733376592,92575.3515483573,83994.23926223545,686.4889828897477,8581.112286121846,5,2025-03,bearish,0.14916984798369684,q4_high,"(60.0, 70.0]"
418,v17,418,long,Long1,2025-03-07 21:45:00,86314.66,0.015095251481390097,1,0,,,41463,86293.47,86625.01,85680.0,86314.63,547.11855,36.10472327897308,706.4422488947646,0.008184501849741632,88781.76871780769,90872.21700020811,86691.32043540722,92962.66528260853,84600.87215300676,668.9434503681422,8361.793129601778,21,2025-03,bullish,0.024514963454055808,q4_high,"(30.0, 40.0]"
419,v17,420,long,Long1,2025-03-09 09:00:00,85799.02,0.015183356615235689,1,0,,,41604,85792.0,85822.45,85669.26,85798.99,91.01383,38.252770057378335,289.2415236936781,0.0033711530134990877,88117.18767816338,90233.11885552414,86001.25650080261,92349.0500328849,83885.32532344187,677.0979767554428,8463.724709443035,9,2025-03,bullish,0.008146949049173234,q2,"(30.0, 40.0]"
420,v17,421,long,Long2,2025-03-09 14:45:00,83602.6,0.0621672188410975,2,0,,,41627,83394.97,83659.0,83259.2,83602.57,268.14088,30.4544609101886,310.74875030010816,0.0037169760487041023,87697.58010899369,89823.83340344025,85571.32681454711,91950.0866978868,83445.07352010053,680.4010542229016,8505.01317778627,14,2025-03,bullish,0.24831772516084827,q3,"(30.0, 40.0]"
421,v17,419,long,Long3,2025-03-09 17:45:00,82366.03,0.0626269375871358,3,0,,,41639,82320.88,82749.99,82223.0,82366.0,303.19656,29.53511774508297,346.702198074362,0.004209287789553481,87443.5037576533,89570.6522037352,85316.35531157142,91697.80064981709,83189.20686548951,680.6875027462061,8508.593784327575,17,2025-03,bullish,0.054779884903959575,q3,"(-0.001, 30.0]"
422,v17,422,long,Long1,2025-03-10 14:45:00,79847.11,0.016028497931464,1,0,,,41723,79717.11,80028.31,79177.03,79847.08,1290.9432,29.963286632456175,519.7129830723882,0.0065088539627546575,85585.07905611554,87679.60816236112,83490.54994986992,89774.1372686067,81396.02084362431,670.2493139985914,8378.116424982392,14,2025-03,bullish,0.16277364181633336,q4_high,"(-0.001, 30.0]"
423,v17,423,short,TrendShort,2025-03-10 19:00:00,78006.14,0.16409622366851018,0,-1,breakout_down,,41740,77655.25,78172.0,77459.91,78006.17,1142.43931,31.483747169068494,561.4567096205552,0.00719759359574448,85160.25504770756,87245.27112736322,83075.23896805188,89330.28720701888,80990.22288839622,667.2051454898121,8340.064318622652,19,2025-03,bullish,0.4498618506715536,q4_high,"(30.0, 40.0]"
424,v17,424,long,Long1,2025-03-11 14:45:00,79773.06999999999,0.015840998649110115,1,0,,,41819,79469.61,80538.71,79274.68,79773.04,1237.18887,36.7367785402467,556.2263856710357,0.006972611118631504,83201.85298274961,85207.58480233651,81196.12116316272,87213.31662192341,79190.38934357582,641.8341822678073,8022.92727834759,14,2025-03,bullish,0.380366600044317,q4_high,"(30.0, 40.0]"
425,v17,425,long,Long2,2025-03-11 14:45:00,79773.06999999999,0.06336171110886703,2,0,,,41819,79469.61,80538.71,79274.68,79773.04,1237.18887,36.7367785402467,556.2263856710357,0.006972611118631504,83201.85298274961,85207.58480233651,81196.12116316272,87213.31662192341,79190.38934357582,641.8341822678073,8022.92727834759,14,2025-03,bullish,0.380366600044317,q4_high,"(30.0, 40.0]"
426,v17,426,long,Long1,2025-03-13 20:00:00,80424.65,0.031603619538343265,1,0,,,42032,80210.4,80579.01,80189.89,80424.62,176.98797,37.04310251477462,410.3292128491486,0.005102034835217731,81749.31004244887,83646.57099904542,79852.04908585231,85543.83195564196,77954.78812925574,607.1235061108973,7589.043826386216,20,2025-03,bullish,0.2663612212280284,q4_high,"(30.0, 40.0]"
427,v17,427,short,Short1,2025-03-14 18:45:00,84570.51,0.015168197087181756,1,0,,,42123,84625.71,84632.08,84481.56,84570.54,161.94295,60.007681133190964,348.15455176764925,0.004116735588629909,82335.6894776808,84263.172730336,80408.20622502558,86190.65598299119,78480.72297237035,616.794640849667,7709.933010620836,18,2025-03,bearish,0.0652354827106612,q3,"(60.0, 70.0]"
428,v17,428,short,Short1,2025-03-15 13:45:00,84459.97,0.03038247722816412,1,0,,,42199,84460.79,84499.74,84362.15,84460.0,217.91395,65.99378209660026,239.21531880714647,0.002832291248012627,82866.04937771788,84822.70331997162,80909.39543546415,86779.35726222536,78952.74149321041,626.1292615211953,7826.615769014941,13,2025-03,bearish,0.0009353540137267312,q1_low,"(60.0, 70.0]"
429,v17,429,long,Long1,2025-03-18 14:15:00,81624.14,0.01572529082410024,1,0,,,42489,81272.33,81628.38,81150.28,81624.11,383.99303,29.949339586926186,268.86893501270805,0.0032939891781081357,83672.9528598176,85659.07773252038,81686.82798711484,87645.20260522315,79700.70311441208,635.5599592648854,7944.4994908110675,14,2025-03,bullish,0.4309756026742574,q2,"(-0.001, 30.0]"
430,v17,430,short,Short1,2025-03-19 22:15:00,85811.35,0.015029936187216904,1,0,,,42617,85867.93,85950.0,85732.72,85811.38,136.67708,63.912936153620734,305.2188382169687,0.003556857356413202,83201.01979006098,85174.05479565656,81227.98478446541,87147.08980125212,79254.94977886985,631.3712017905817,7892.140022382271,22,2025-03,bearish,0.06590035027986772,q2,"(60.0, 70.0]"
431,v17,431,short,Short1,2025-03-24 00:00:00,85967.37,0.030009769575903872,1,0,,,43008,86082.5,86087.74,85865.64,85967.4,229.26991,68.91666706182804,145.79082543126296,0.0016958850149156885,84316.79670342062,86423.90751072596,82209.68589611533,88531.01831803129,80102.57508881004,674.2754583376995,8428.443229221244,0,2025-03,bearish,0.1338879621810196,q1_low,"(60.0, 70.0]"
432,v17,432,short,Short2,2025-03-24 14:15:00,88311.61,0.05810345985071403,2,0,,,43065,88354.21,88765.43,88273.66,88311.64,1453.25727,71.243254014921,206.21551254558406,0.002335088698902931,84622.19872270424,86711.56485769257,82532.83258771591,88800.93099268092,80443.46645272757,668.5971631962678,8357.464539953347,14,2025-03,bearish,0.04820429107647303,q1_low,"(70.0, 100.0]"
433,v17,433,short,Short1,2025-03-25 14:45:00,88022.37,0.01461904727257507,1,0,,,43163,88152.47,88200.0,87836.0,88022.4,407.73798,65.6921022231077,255.506265069387,0.002902741405248971,85678.49448448104,87744.40876454819,83612.58020441385,89810.32304461535,81546.66592434666,661.0925696214953,8263.65712026869,14,2025-03,bearish,0.14776920420257456,q2,"(60.0, 70.0]"
434,v17,434,short,Short1,2025-03-26 07:00:00,87841.09,0.029302353927723082,1,0,,,43228,87909.07,87953.63,87754.35,87841.12,212.87304,60.715403006401175,239.8137525863849,0.0027300853243490625,86414.40810510515,88495.39633498585,84333.41987522441,90576.38456486657,82252.43164534366,665.9162335618329,8323.952919522912,7,2025-03,bearish,0.07735557105830577,q1_low,"(60.0, 70.0]"
435,v17,436,long,Long1,2025-03-28 08:00:00,85281.72,0.015097097942623127,1,0,,,43424,85212.98,85441.25,85161.7,85281.69,473.677,23.56068945333533,238.71276606901708,0.0027991092351595877,87283.5288386152,89275.72247381165,85291.33520341878,91267.9161090081,83299.14156822237,637.5019632628583,7968.774540785729,8,2025-03,bullish,0.08056829080193698,q1_low,"(-0.001, 30.0]"
436,v17,435,long,Long2,2025-03-28 17:15:00,83751.24,0.06137936636244148,2,0,,,43461,83658.31,83952.2,83612.0,83751.21,299.09241,28.74678216814648,266.27328482114945,0.0031793365710316235,87125.25455572114,89106.96559634156,85143.54351510073,91088.67663696197,83161.83247448031,634.147532998533,7926.844162481662,17,2025-03,bullish,0.11092377053419135,q2,"(-0.001, 30.0]"
437,v17,437,long,Long1,2025-03-29 09:45:00,83544.83,0.015385687694538295,1,0,,,43527,83495.73,83636.89,83318.51,83544.8,285.74343,36.645473720922304,221.20996157276548,0.002647800480374188,86424.12789612131,88387.50151555886,84460.75427668371,90350.87513499643,82497.38065724612,628.2795582200249,7853.4944777503115,9,2025-03,bullish,0.058734954180280505,q1_low,"(30.0, 40.0]"
438,v17,438,long,Long2,2025-03-29 12:45:00,82462.73,0.06226732792752653,2,0,,,43539,82319.71,82471.05,82288.29,82462.7,123.98162,33.32454821250013,234.75779550279773,0.002846836151409034,86269.03285381614,88231.24049311763,84306.82521451465,90193.4481324191,82344.61757521318,627.9064445764734,7848.830557205918,12,2025-03,bullish,0.1733996097629482,q1_low,"(30.0, 40.0]"
439,v17,439,long,Long1,2025-03-30 14:15:00,82749.02,0.0155458817862402,1,0,,,43641,82673.45,82879.98,82637.28,82748.99,121.63963,39.27974999007118,200.81976020007426,0.002426854517500144,84779.23826005383,86715.99966834742,82842.47685176022,88652.76107664099,80905.71544346662,619.7636506539502,7747.045633174377,14,2025-03,bullish,0.09128812327498878,q1_low,"(30.0, 40.0]"
440,v17,440,short,Short1,2025-04-01 10:00:00,84284.85,0.030525717598977625,1,0,,,43816,84362.01,84394.48,84162.42,84284.88,234.35193,74.46739874804149,253.44173718131537,0.003006965628726236,82801.24322656161,84713.54675759614,80888.93969552708,86625.85028863068,78976.63616449253,611.9371299310518,7649.214124138147,10,2025-04,bearish,0.0915110752960556,q2,"(70.0, 100.0]"
441,v17,441,short,Short1,2025-04-01 18:45:00,85126.65,0.01511294047997331,1,0,,,43851,85136.29,85156.05,84921.99,85126.68,219.95912,61.40644243402934,293.29382594196375,0.0034453807659592006,82807.6032373084,84728.71468079327,80886.49179382349,86649.82612427814,78965.38035033859,614.7556619151646,7684.445773939558,18,2025-04,bearish,0.011289057672636337,q2,"(60.0, 70.0]"
442,v17,442,short,Short1,2025-04-02 14:30:00,85575.44,0.015029327872048697,1,0,,,43930,85736.25,85891.82,85445.6,85575.47,316.72392,60.7527524998256,287.1076424464052,0.003355022677017201,83290.20511054287,85228.00207967986,81352.40814140582,87165.79904881684,79414.61117226875,620.0950301238476,7751.187876548094,14,2025-04,bearish,0.18788094298517885,q2,"(60.0, 70.0]"
443,v17,443,long,Long1,2025-04-04 11:30:00,81934.02,0.03152541006799205,1,0,,,44110,81776.01,82279.74,81659.0,81933.99,557.63549,29.15554981965782,341.48140711392125,0.004167762452602653,83970.56920408181,86012.76724526132,81928.37116290232,88054.96528644083,79886.17312172282,653.5033731774404,8168.792164718005,11,2025-04,bullish,0.19281375165546125,q3,"(-0.001, 30.0]"
444,v17,445,long,Long1,2025-04-06 19:00:00,79401.62,0.01627284507919826,1,0,,,44332,79107.29,79440.0,78839.89,79401.59,561.62832,17.57860426915576,251.27249775029458,0.003164577658335237,83151.8144396581,85214.27983829334,81089.34904102286,87276.74523692857,79026.88364238762,659.9889275632764,8249.861594540955,19,2025-04,bullish,0.37064748955279475,q2,"(-0.001, 30.0]"
445,v17,446,long,Long2,2025-04-06 19:00:00,79401.62,0.06508903456689348,2,0,,,44332,79107.29,79440.0,78839.89,79401.59,561.62832,17.57860426915576,251.27249775029458,0.003164577658335237,83151.8144396581,85214.27983829334,81089.34904102286,87276.74523692857,79026.88364238762,659.9889275632764,8249.861594540955,19,2025-04,bullish,0.37064748955279475,q2,"(-0.001, 30.0]"
446,v17,444,long,Long3,2025-04-06 23:30:00,78328.74,0.0655252872741606,3,0,,,44350,77428.17,78408.0,77355.79,78328.71,800.02483,36.236063190757534,333.22128003127295,0.0042541397660101,83065.7720121135,85129.48346353305,81002.060560694,87193.19491495258,78938.3491092745,660.3876644542464,8254.84580567808,23,2025-04,bullish,1.1496933882863742,q3,"(30.0, 40.0]"
447,v17,447,short,TrendShort,2025-04-07 06:30:00,75047.97,0.170054920484412,0,-1,breakout_down,,44378,75817.99,75885.53,75000.0,75048.0,3025.85947,22.988601387630084,419.4852321691615,0.005589559111091056,82770.26900815705,84785.00037636075,80755.53763995331,86799.73174456447,78740.80627174959,644.7140378251905,8058.925472814881,6,2025-04,bearish,1.0259966954482533,q4_high,"(-0.001, 30.0]"
448,v17,448,long,RevLong,2025-04-07 06:45:00,74810.04,0.17107541519947816,0,2,breakout_short_tp,rev_long,44379,75048.0,75400.0,74555.0,74810.01,3640.37937,21.854760526099284,424.80416676704704,0.005678440181561894,82755.38494796015,84769.22441441598,80741.54548150432,86783.06388087179,78727.70601504849,644.4286292658642,8055.357865823302,6,2025-04,bearish,0.3181258764702815,q4_high,"(-0.001, 30.0]"
449,v17,449,long,Long1,2025-04-09 11:45:00,76230.04,0.016770755719418644,1,0,,,44591,75952.72,76549.32,75812.55,76230.01,1029.32597,39.41887927020182,492.6639717917015,0.0064628611722824325,79071.74236190431,81070.25565866535,77073.22906514324,83068.7689554264,75074.71576838216,639.52425496354,7994.05318704425,11,2025-04,bullish,0.363754379672774,q4_high,"(30.0, 40.0]"
450,v17,450,short,Short1,2025-04-09 20:15:00,82065.66,0.01567084641152038,1,0,,,44625,82170.48,82332.92,82016.62,82065.69,1188.10839,70.94059747521555,561.7570853585689,0.00684521247988738,78446.50986089201,80417.90978831053,76475.10993347346,82389.30971572903,74503.71000605493,630.8479767739284,7885.599709674105,20,2025-04,bearish,0.12769039046645878,q4_high,"(70.0, 100.0]"
451,v17,451,short,Short2,2025-04-09 20:15:00,82065.66,0.06268112675356427,2,0,,,44625,82170.48,82332.92,82016.62,82065.69,1188.10839,70.94059747521555,561.7570853585689,0.00684521247988738,78446.50986089201,80417.90978831053,76475.10993347346,82389.30971572903,74503.71000605493,630.8479767739284,7885.599709674105,20,2025-04,bearish,0.12769039046645878,q4_high,"(70.0, 100.0]"
452,v17,452,short,Short3,2025-04-09 23:15:00,82773.49,0.061868149168619956,3,0,,,44637,83018.3,83018.31,82710.52,82773.52,275.63682,62.047427383528095,540.5289121299194,0.0065302153651302895,78366.72814076376,80331.83626857692,76401.62001295062,82296.94439639008,74436.51188513746,628.8346009002103,7860.432511252628,23,2025-04,bearish,0.2957225934090985,q4_high,"(60.0, 70.0]"
453,v17,453,short,Short1,2025-04-11 10:30:00,82635.97,0.015573966778056687,1,0,,,44778,82744.06,82985.71,82623.45,82636.0,500.51564,72.48281472525427,388.4811034467673,0.004701112147814116,79430.0045344325,81327.29242408159,77532.71664478345,83224.58031373068,75635.42875513437,607.1321246877045,7589.151558596306,10,2025-04,bearish,0.13076625199670563,q4_high,"(70.0, 100.0]"
454,v17,454,short,Short2,2025-04-11 10:30:00,82635.97,0.062293622200248804,2,0,,,44778,82744.06,82985.71,82623.45,82636.0,500.51564,72.48281472525427,388.4811034467673,0.004701112147814116,79430.0045344325,81327.29242408159,77532.71664478345,83224.58031373068,75635.42875513437,607.1321246877045,7589.151558596306,10,2025-04,bearish,0.13076625199670563,q4_high,"(70.0, 100.0]"
455,v17,456,short,Short1,2025-04-11 17:45:00,83929.97,0.015301510324439818,1,0,,,44807,83944.0,84073.0,83666.69,83930.0,787.58876,69.57689680411082,417.6403263504147,0.004976055359828604,79645.03241375479,81553.21407059388,77736.85075691572,83461.39572743296,75828.66910007666,610.618130188504,7632.7266273563,17,2025-04,bearish,0.016680567139282735,q4_high,"(60.0, 70.0]"
456,v17,455,short,Short2,2025-04-11 22:00:00,83567.97,0.06149547181258655,2,0,,,44824,83674.01,83716.99,83532.52,83568.0,147.91254,52.86506567552196,389.00215362436376,0.004654917595543315,79850.17874050867,81736.2911756853,77964.06630533205,83622.40361086193,76077.95387015543,603.5559792565206,7544.449740706506,22,2025-04,bearish,0.12685477694810784,q4_high,"(50.0, 60.0]"
457,v17,458,short,Short1,2025-04-12 12:45:00,83829.83,0.015335238473101307,1,0,,,44883,83833.99,83858.5,83660.67,83829.86,191.09546,60.90674062409191,287.58844729318815,0.003430620631994234,81027.53509210552,82939.14981986632,79115.9203643447,84850.76454762711,77204.30563658386,611.7167128834606,7646.458911043257,12,2025-04,bearish,0.004926645469770148,q2,"(60.0, 70.0]"
458,v17,457,short,Short2,2025-04-12 15:45:00,85008.37,0.060403313049079414,2,0,,,44895,85288.82,85357.31,84972.09,85008.4,361.57305,68.05506807717045,311.6076644011815,0.0036656102738221344,81297.2168439355,83220.51099331108,79373.92269455991,85143.80514268666,77450.62854518431,615.4541278001876,7693.1765975023445,15,2025-04,bearish,0.3298732831108606,q3,"(60.0, 70.0]"
459,v17,459,short,Short1,2025-04-13 17:45:00,84754.82,0.0303365637499137,1,0,,,44999,84843.75,84923.99,84754.84,84754.85,180.69134,60.86790515213116,282.1347202727001,0.0033288327484822413,82840.30006645521,84836.13199033428,80844.46814257614,86831.96391421337,78848.63621869707,638.6662156413041,7983.327695516302,17,2025-04,bearish,0.10489075256459562,q2,"(60.0, 70.0]"
460,v17,460,short,Short1,2025-04-14 14:45:00,85423.57,0.030094047885228153,1,0,,,45083,85506.95,85799.99,85393.74,85423.6,727.25902,61.96224970029559,343.0948176273097,0.004016393802500827,83921.09409832639,85872.82034502337,81969.36785162939,87824.54659172035,80017.64160493239,624.5523989430372,7806.904986787966,14,2025-04,bearish,0.09757256776814752,q3,"(60.0, 70.0]"
461,v17,461,short,Short1,2025-04-15 08:15:00,85843.91,0.02995575439131892,1,0,,,45153,85863.86,85990.0,85833.54,85843.94,238.53549,64.0627977506023,296.7785492893098,0.003457186952151891,84449.50456613331,86399.81233461587,82499.19679765077,88350.12010309842,80548.88902916825,624.098485914414,7801.231073930176,8,2025-04,bearish,0.023204899495524383,q2,"(60.0, 70.0]"
462,v17,462,short,Short1,2025-04-21 00:45:00,86625.65,0.029698962152036875,1,0,,,45699,86680.09,87010.0,86542.85,86625.68,852.86497,83.14356295951244,159.2537950186521,0.0018384132167118586,84837.27428777004,86907.42321723353,82767.12535830654,88977.57214669703,80696.97642884303,662.4476574283198,8280.595717853997,0,2025-04,bearish,0.06281047375328366,q1_low,"(70.0, 100.0]"
463,v17,463,short,Short1,2025-04-22 01:45:00,88399.98,0.014512893745699333,1,0,,,45799,88466.38,88525.11,88300.01,88400.01,149.83955,70.5454224527379,259.0798693127894,0.0029307674208723443,85539.51958737613,87628.26032364042,83450.77885111189,89717.00105990474,81362.03811484763,668.3970356045687,8354.962945057108,1,2025-04,bearish,0.07507917702725361,q2,"(70.0, 100.0]"
464,v17,464,short,Short2,2025-04-22 13:15:00,89617.11,0.05718224505048921,2,0,,,45845,89690.02,89888.0,89478.26,89617.14,1032.09941,74.75132784720329,249.3683966399563,0.0027825971308608633,86033.46127029306,88161.77427355325,83905.14826703284,90290.08727681346,81776.83526377263,681.0601610432658,8513.252013040823,13,2025-04,bearish,0.08132372892061124,q1_low,"(70.0, 100.0]"
465,v17,465,short,Short3,2025-04-22 18:00:00,91206.63,0.055677801403130965,3,0,,,45864,91396.14,91666.0,91193.76,91206.66,729.78448,65.3735448222837,288.4342388614428,0.0031624251876062864,86288.15178286152,88440.11680278336,84136.18676293973,90592.08182270522,81984.22174301793,688.6288063749834,8607.860079687292,18,2025-04,bearish,0.20774798682464188,q2,"(60.0, 70.0]"
466,v17,466,short,Short1,2025-04-23 05:00:00,93452.42,0.013345453176255108,1,0,,,45908,93665.99,93665.99,93371.48,93452.45,326.58107,61.48118254952211,331.51824751405775,0.003547453785471197,87162.20914612577,89392.67870877897,84931.73958347253,91623.14827143218,82701.2700208193,713.7502600490302,8921.878250612877,5,2025-04,bearish,0.22850123244495799,q2,"(60.0, 70.0]"
